id,APP,commit url,types,cases,explanation,consequences,source-code locations,defect-triggering tests,correct source-code paths,consequences_details
104,ATheorell/AutoGPTArenaHack,https://github.com/ATheorell/AutoGPTArenaHack/tree/1e4f2dc004b92b9f236543674f94fb9f0af9bb2e,conflicting knowledge entries,/,AutoGPT overwrites same text file with each action instead of appending to the end.,IC,"autogpts/forge/forge/agent.py
","1.Configure and launch Auto-GPT according to the instructions on this website: https://docs.agpt.co/autogpt/setup/.(use RedisMemory)
2.Create an AI agent with a specific role and goals. (Role: an AI agent that specializes in Cisco ACI fabrics and provides expert guidance on the usage of VxLAN technology to enable efficient communication between endpoints in a data center network. Goals: Explain the benefits of VxLAN technology in Cisco ACI fabrics, including increased scalability, flexibility, and network virtualization.)
3.Configure the memory type to RedisMemory.
4.Perform an action that uses the write_to_file command, specifying a file and some text to write.
5.Perform an action that uses the append_to_file command, specifying the same file and additional text to append.
6. Check the contents of the file after each action to see if the text is being overwritten or appended correctly.",['autogpts/forge/forge/agent.py'],['incorrectness']
105,ATheorell/AutoGPTArenaHack,https://github.com/ATheorell/AutoGPTArenaHack/tree/1e4f2dc004b92b9f236543674f94fb9f0af9bb2e,imprecise knowledge retrieval,/,Add Recency and Importance for Memory Retrieval,"IC,SL",autogpts/forge/forge/agent.py,The user did not provide specific examples. We can observe AutoGPT's memory performance in its behavior.,['autogpts/forge/forge/agent.py'],"['incorrectness', 'slower execution']"
106,ATheorell/AutoGPTArenaHack,https://github.com/ATheorell/AutoGPTArenaHack/tree/1e4f2dc004b92b9f236543674f94fb9f0af9bb2e,absence of final output,/,"aught in error loop ""No Text to summary""","IC,ST",autogpts/forge/forge/agent.py,"1.(MacOS, Set up with Docker)Complete the environment setup for AutoGPT according to the instructions on v0.2.2 READMe.md
2. Run AutoGPT in continuous mode.
3.Let Auto GPT execute ""browse_website"" command  to collect information from the web about a specific topic. The webpage you directed AutoGPT to browse has no text to summarize or contains other page errors.
4.Observe if AutoGPT enters a loop that after a webpage browsing failure，it restarts the Google search, lands on the same page, and starts the search over, only to land on the page again.",['autogpts/forge/forge/agent.py'],"['incorrectness', 'fail-stops']"
107,ATheorell/AutoGPTArenaHack,https://github.com/ATheorell/AutoGPTArenaHack/tree/1e4f2dc004b92b9f236543674f94fb9f0af9bb2e,low-frequency interactivity,/,"
If you do not interact with Auto-GPT frequently enough you will get an API error when you resume.","IC,UI",autogpts/autogpt/autogpt/llm/providers/openai.py,"1.Configure and launch Auto-GPT according to the instructions on this website: https://docs.agpt.co/autogpt/setup/.
2.In manual mode, do not interact with Auto-GPT for ""a long time"" (3 hours for example).
3.Try to interact with Auto-GPT again and observe if you encounter any API errors or connection timeouts.",['autogpts/autogpt/autogpt/llm/providers/openai.py'],"['incorrectness', 'unfriendly user interface']"
108,ATheorell/AutoGPTArenaHack,https://github.com/ATheorell/AutoGPTArenaHack/tree/1e4f2dc004b92b9f236543674f94fb9f0af9bb2e,privacy violation,/,"By default, AutoGPT can access the user's browser.",IS,autogpts/autogpt/autogpt/commands/web_search.py,"1.Complete the environment setup for AutoGPT according to the instructions on this website: https://docs.agpt.co/autogpt/setup/.
(Use default Settings)
2.(cli mode)Use the command: ""./autogpt.sh run --help "" to start AutoGPT.
3.Set up a task, which involves web browsing and searching.
4.Allow AutoGPT to process the task and check if AutoGPT accesses the browser without user consent.",['autogpts/autogpt/autogpt/commands/web_search.py'],['insecure']
109,ATheorell/AutoGPTArenaHack,https://github.com/ATheorell/AutoGPTArenaHack/tree/1e4f2dc004b92b9f236543674f94fb9f0af9bb2e,inefficient memory management,/,Memory Feature seems to not work on gpt3only mode,IC,autogpts/autogpt/autogpt/agents/agent.py,"1.Complete the environment setup for AutoGPT according to the instructions on this website: https://docs.agpt.co/autogpt/setup/.
(Set API Keys for OpenAI, Pinecone, and Eleven Labs, then set the smart model to gpt-3.5-turbo)
2.(cli mode)Use the command: ""call python ./scripts/main.py --gpt3only --debug"" to start AutoGPT with the --gpt3only option.
3.Prompt GPT to be a developer, and give it the goal to load a design document text file into long term memory. and the additional goals to develop the project.
(Prompt: 
ai_goals:
- Load the design document file under `./designdocument.txt` into long term memory.
- Find out the currently created files in the unity project under `./UnityProject/Assets`,
  then improve the code according to the design document, solving any issues or bugs
  found.
- Find out what needs to be implemented next, then implement it, then do this step
  again until there is nothing left to implement.
- Double check and make sure everything is implemented in the Unity Project Files
  from your understanding of the project, then refine and criticize the code making
  sure everything is in working order.
- Shut Down.
ai_name: Unity-Dev-GPT
ai_role: An AI designed to build Video Games, Libraries, Editor Extensions, and Packages for Unity LTS 2021.)
4.Allow AutoGPT to process the task and check for any JSON format errors or issues with memory handling.",['autogpts/autogpt/autogpt/agents/agent.py'],['incorrectness']
110,catid/Supercharger-Auto-GPT,https://github.com/catid/Supercharger-Auto-GPT/tree/2f8066fb4121ba0f724cbe92c4cbef91ecf5cc29,insufficient history management,case1,Relevant memory is essentially a duplicate of the conversation（enhancement）,IC,"scripts/agent_manager.py
scripts/chat.py","1.Complete the environment setup for AutoGPT according to the instructions on this website: https://docs.agpt.co/autogpt/setup/.
2.(cli mode)Use the command: ""./autogpt.sh run --help "" to start AutoGPT.
3.Set up a task.
4.Allow AutoGPT to process the task. Wait for a while, check if Auto-GPT loses track of what it's done in the past and starts to repeat actions.","['scripts/agent_manager.py', 'scripts/chat.py']",['incorrectness']
111,catid/Supercharger-Auto-GPT,https://github.com/catid/Supercharger-Auto-GPT/tree/2f8066fb4121ba0f724cbe92c4cbef91ecf5cc29,missing llm input format validation,/,"
UTF8 files unsupported",IC,scripts/file_operations.py/read_file(),"1.Complete the environment setup for AutoGPT according to the instructions on v0.2.2 READMe.md
2. Run AutoGPT.
(Prompts:
ai_goals:
- Read project-plan-form.htm file 
- Fill project-plan-form.htm for and idea with flying monkeys
ai_name: DocWritter
ai_role: Fill in a doc using a file template)
3.Authorize and wait for the result of the ""read_file ARGUMENTS = {'file': 'project-plan-form.htm'}"" command, which will cause an error: ""Command read_file returned: Error: 'utf-8' codec can't decode byte 0xa0 in position 1341: invalid start byte "".",['scripts/file_operations.py'],['incorrectness']
112,catid/Supercharger-Auto-GPT,https://github.com/catid/Supercharger-Auto-GPT/tree/2f8066fb4121ba0f724cbe92c4cbef91ecf5cc29,exceeding llm content limit,case1,"AutoGPT incorrectly interprets the ""429 Too Many Requests"" error as rate limiting, when it is actually due to insufficient API quota from OpenAI's new prepay billing method.",ST,scripts/config.py,"1.Complete the environment setup for AutoGPT according to the instructions on this website: https://docs.agpt.co/autogpt/setup/.
2.(cli mode)Use the command: ""./autogpt.sh --continuous"" to start AutoGPT in continuous mode.
3.Simulate API Quota Depletion:Ensure that your OpenAI API quota is depleted. This can be done by using up your available credits or not having sufficient pre-paid balance on your OpenAI account.
4.Allow AutoGPT to make several API requests to OpenAI, which will result in ""429 Too Many Requests"" errors due to the depleted API quota.
",['scripts/config.py'],['fail-stops']
113,catid/Supercharger-Auto-GPT,https://github.com/catid/Supercharger-Auto-GPT/tree/2f8066fb4121ba0f724cbe92c4cbef91ecf5cc29,unnecessary llm output,case1,Failure: command list_files and read_file returned too much output.,"IC,UI","scripts/chat.py
scripts/agent_manager.py","1.Configure and launch Auto-GPT according to the instructions on this website: https://docs.agpt.co/.(Use releases before v0.5.0)
2.Create an AI agent.
3.Start AutoGPT. Authorize these commands and observe their outputs: 
(1) list_files ARGUMENTS = {'directory': '....\auto_gpt_workspace'} --> SYSTEM: Failure: command list_files returned too much output. Do not execute this command again with the same arguments.
(2)read_file ARGUMENTS = {'filename': '...smoketests_basic_qemu.yml'} --> SYSTEM: Failure: command read_file returned too much output. Do not execute this command again with the same arguments.
","['scripts/agent_manager.py', 'scripts/chat.py']","['incorrectness', 'unfriendly user interface']"
